title,tags,url,time,Open,High,Low,Close,Adj Close,Volume,profit,profit (%),label
as melhores acoes comprar agora lucrar curto prazo segundo mirae asset,"['Ações', 'BB Seguridade', 'Carteira Recomendada', 'Empresas', 'Ibovespa', 'Itaú Unibanco', 'JHSF', 'Minerva', 'Mirae Asset', 'Petrobras', 'Rumo', 'Taesa', 'Vale', 'Weg']",https://www.moneytimes.com.br/as-melhores-acoes-para-comprar-agora-e-lucrar-no-curto-prazo-segundo-a-mirae-asset/,10:28:00,29.969999,30.440001,29.540001,30.110001,16.080217,66413900,0.0046714048939407,0.47,2
programa petrobras conexoes inovacao lanca edital,"['Agência Brasil', 'Empresas', 'Gás', 'Petrobras', 'Sebrae', 'Startup']",https://www.moneytimes.com.br/programa-petrobras-conexoes-para-inovacao-lanca-edital/,13:25:00,28.959999,29.059999,28.629999,29.030001,11.906053,42597100,0.0024171962160633,0.24,1
ibovespa orbita <NUM> mil pontos foco eleicao eua noticiario corporativo,"['Ações', 'B2W', 'Donald Trump', 'Ibovespa', 'IRB', 'Itaú Unibanco', 'Joe Biden', 'Magazine Luiza', 'Mercado Livre', 'Mercados', 'Petrobras', 'Reuters', 'Vale', 'Via Varejo', 'XP Inc']",https://www.moneytimes.com.br/ibovespa-orbita-98-mil-pontos-com-foco-em-eleicao-nos-eua-e-noticiario-corporativo/,16:38:00,20.01,20.07,19.27,19.719999,7.824412,65777600,-0.0144928035982009,-1.45,0
o esperar petrobras <NUM>,"['Braskem', 'Comprar ou vender?', 'Perspectivas 2017', 'Petrobras', 'PetroRio', 'QGEP', 'Santander', 'Ultrapar']",https://www.moneytimes.com.br/o-que-esperar-da-petrobras-em-2017/,13:34:00,16.299999,16.33,15.77,15.86,5.837901,50247400,-0.0269938053370432,-2.7,0
petrobras petr4 banco brasil bbsa3 destaques mercado,"['Petrobras (PETR4)', 'Banco do Brasil (BBAS3)', 'Eneva (ENEV3)', 'Petrobras (PETR4)']",https://www.suno.com.br/noticias/petrobras-petr4-banco-do-brasil-bbsa3-destaques/,09:58:00,26.82,28.07,26.66,27.98,16.651794,90417700,0.0432513049962714,4.33,2
acelen dona refinaria mataripe ba eleva qav <NUM> cento partir dia <NUM>,"['Aviação', 'Bahia', 'Combustíveis', 'Empresas', 'Estadão Conteúdo', 'Petrobras', 'Setor Aéreo']",https://www.moneytimes.com.br/acelen-dona-da-refinaria-de-mataripe-ba-eleva-qav-em-193-a-partir-do-dia-1o-2/,13:58:00,32.57,33.57,32.5,33.450001,16.329073,94269500,0.027018759594719,2.7,2
agenda dia sabesp localiza ca porto seguro irb brasil,"['agenda do dia', 'C&A (CEAB3)', 'Fras-le (FRAS3)', 'Hertz', 'IRB Brasil (IRBR3)', 'PETR3', 'Petrobras (PETR4)', 'Porto Seguro (PSSA3)', 'Sabesp']",https://www.suno.com.br/noticias/agenda-do-dia-sabesp-localiza-c-a-porto-seguro-irb-petrobras/,09:00:00,22.52,22.870001,22.35,22.73,9.018706,55251700,0.0093250444049733,0.93,2
guedes sobre comando petrobras eu luz,"['Empresas', 'Estadão Conteúdo', 'General Silva e Luna', 'Ministério de Minas e Energia', 'Paulo Guedes', 'Petrobras', 'Política', 'Rio de Janeiro', 'TCU']",https://www.moneytimes.com.br/guedes-sobre-comando-da-petrobras-eu-estou-sem-luz/,16:15:00,32.900002,32.900002,32.25,32.700001,15.962949,56053000,-0.0060790573812123,-0.61,0
ibovespa ensaia melhora cautela feriado desmotiva compras,"['Banco do Brasil', 'Bradesco', 'BTG Pactual', 'Carnaval', 'Coronavírus', 'CSN', 'Ibovespa', 'Itaú Unibanco', 'Mercados', 'Multiplan', 'Petrobras', 'Reuters', 'Vale']",https://www.moneytimes.com.br/ibovespa-ensaia-melhora-mas-cautela-com-feriado-desmotiva-compras-2/,16:33:00,27.809999,28.49,27.610001,28.440001,11.284295,47801100,0.0226537944140162,2.27,2
petrobras inicia fase vinculante venda refinaria regap minas gerais,"['Brasil', 'Commodities', 'Empresas', 'Minas Gerais', 'Petrobras', 'Petróleo', 'Reuters']",https://www.moneytimes.com.br/petrobras-inicia-fase-vinculante-para-a-venda-de-refinaria-regap-em-minas-gerais/,09:49:00,30.6,30.6,30.02,30.26,11.841651,93064900,-0.0111111111111111,-1.11,0
defasagem preco gasolina chega <NUM> cento diz abicom,"['Bahia', 'Combustíveis', 'Commodities', 'Diesel', 'Estadão Conteúdo', 'Gasolina', 'Paraná', 'Petrobras', 'Petróleo']",https://www.moneytimes.com.br/defasagem-do-preco-da-gasolina-chega-a-13-diz-abicom/,11:56:00,34.220001,34.68,33.209999,33.740002,16.47064,80206700,-0.0140268552300745,-1.4,0
ibovespa aproxima <NUM> mil pontos tim vivo maiores altas,"['Ações', 'B3', 'Bradesco', 'Embraer', 'Empresas', 'Ibovespa', 'Itaú Unibanco', 'JBS', 'Magazine Luiza', 'Marfrig', 'Mercados', 'Minerva', 'Oi', 'Petrobras', 'Reuters', 'Sabesp', 'Telecomunicações', 'Telefônica', 'TIM Brasil', 'Vale', 'Vivo']",https://www.moneytimes.com.br/ibovespa-oscila-sem-vies-claro-em-dia-com-opcoes-tim-e-telefonica-brasil-lideram-altas/,12:35:00,22.700001,22.91,22.52,22.74,9.022493,48679800,0.0017620704069571,0.18,1
petrobras petr4 vibra vbbr3 agitam mercado financeiro,"['Petrobras (PETR4)', 'americanas S.A (AMER3)', 'Petrobras (PETR4)', 'Vibra Energia (VBBR3)']",https://www.suno.com.br/noticias/petrobras-petr4-vibra-vbbr3-agitam-mercado-financeiro/,10:36:00,29.07,29.219999,28.83,29.17,17.360001,43520800,0.0034399724802202,0.34,2
petrobras inicia fase vinculante venda fatia argentina mega,"['Empresas', 'Petrobras', 'Petróleo', 'Reuters']",https://www.moneytimes.com.br/petrobras-inicia-fase-vinculante-para-venda-de-fatia-na-argentina-mega/,09:22:00,25.530001,25.690001,25.17,25.5,9.913074,54958200,-0.0011751272551849,-0.12,1
eneva enev3 deve comprar polo petrobras urucu,"['Eneva (ENEV3)', 'PETR3', 'Petrobras (PETR4)']",https://www.suno.com.br/noticias/eneva-enev3-deve-comprar-polo-da-petrobras-em-urucu/,14:29:00,24.049999,25.1,24.040001,25.1,9.959064,125649000,0.0436590870544319,4.37,2
nova rodada aumento petrobras encurta bem defasagem gasolina diesel,"['Biodiesel', 'Combustíveis', 'Diesel', 'Gasolina', 'Petrobras', 'Petróleo']",https://www.moneytimes.com.br/nova-rodada-de-aumento-da-petrobras-encurta-bem-defasagem-da-gasolina-e-diesel/,15:03:00,21.940001,22.280001,20.959999,21.1,8.371962,141142800,-0.0382862790206799,-3.83,0
petrobras petr4 devera ter <NUM> mil colaboradores desligados fim ano,['Petrobras (PETR4)'],https://www.suno.com.br/noticias/petrobras-petr4-5-mil-colaboradores-desligados-dezembro/,12:46:00,22.92,23.139999,22.16,22.200001,8.808416,75397300,-0.0314135689354276,-3.14,0
as <NUM> acoes favoritas mercado renderam <NUM> cento ibovespa mes confira,"['Ações', 'Ágora Investimentos', 'Ativa Investimentos', 'B3', 'Banco do Brasil', 'Banco Safra', 'Banrisul', 'BB Investimentos', 'Benndorf', 'Bradesco', 'BTG Pactual', 'Capital Research', 'Carteira Recomendada', 'Comprar ou vender?', 'Eleven Financial', 'Elite', 'Empiricus Research', 'Empresas', 'Genial Investimentos', 'Guide Investimentos', 'Iguatemi', 'Instagram', 'Inversa', 'Itaú Unibanco', 'JBS', 'Lojas Renner', 'Magazine Luiza', 'Mercados', 'Mirae Asset', 'Modal', 'MyCap', 'Necton', 'Nova Futura', 'Petrobras', 'Planner', 'Santander', 'Socopa', 'Suno Research', 'Terra Investimentos', 'Toro Investimentos', 'Vale', 'XP Investimentos', 'Yduqs']",https://www.moneytimes.com.br/as-10-acoes-favoritas-do-mercado-ja-renderam-115-mais-que-o-ibovespa-no-mes-confira/,15:57:00,28.700001,29.51,28.120001,29.18,11.577049,126114000,0.0167247032500103,1.67,2
ibovespa abre leve alta vacina contra coronavirus front exterior radar,"['coronavírus', 'Donald Trump', 'Economia', 'Ibovespa', 'Magazine Luiza (MGLU3)', 'Petrobras (PETR4)']",https://www.suno.com.br/noticias/ibovespa-coronavirus-trump-eleicoes-bolsonaro-14102020/,10:22:00,20.09,20.370001,19.969999,19.969999,7.923606,44584300,-0.0059731707317072,-0.6,0
ibovespa mostra fraqueza apos tres altas seguidas copel sobe,"['Ações', 'B3', 'Bradesco', 'CSN', 'Empresas', 'Eztec', 'Gerdau', 'Ibovespa', 'Itaú Unibanco', 'Magazine Luiza', 'Mercados', 'Petrobras', 'Reuters', 'Usiminas', 'Vale', 'Via Varejo']",https://www.moneytimes.com.br/ibovespa-mostra-fraqueza-apos-tres-altas-seguidas-copel-sobe/,11:30:00,23.15,23.379999,22.860001,23.17,9.193287,68123200,0.0008639308855292,0.09,1
ibovespa abre alta puxada petrobras petr4 sobe <NUM> cento,"['Banco do Brasil (BBAS3)', 'Bolsas mundiais', 'Braskem (BRKM3/BRKM5/BRKM6)', 'Especialistas', 'Ibovespa', 'Petrobras (PETR4)']",https://www.suno.com.br/noticias/ibovespa-alta-puxada-petrobras-petr4-sobe-10/,11:12:00,28.75,28.98,28.059999,28.35,11.627164,223915900,-0.0139130434782608,-1.39,0
petrobras inicia producao plataforma premenos sal bacia santos,"['Empresas', 'Petrobras', 'Petróleo']",https://www.moneytimes.com.br/petrobras-inicia-producao-de-mais-uma-plataforma-no-pre-sal-da-bacia-de-santos/,13:25:00,12.45,14.0,12.45,13.15,4.840378,142924900,0.0562248995983936,5.62,2
ibovespa avanca <NUM> cento puxado vale tim sobe apos oferta telecom italia,"['Banco do Brasil', 'Bradesco', 'China', 'Ibovespa', 'Itaú Unibanco', 'Mater Dei', 'Mercados', 'Minério de ferro', 'Petrobras', 'Reuters', 'TIM Brasil', 'Vale']",https://www.moneytimes.com.br/ibovespa-avanca-1-puxado-por-vale-e-tim-sobe-apos-oferta-a-telecom-italia/,12:17:00,26.299999,27.129999,26.290001,26.360001,11.454909,59195200,0.0022814449536671,0.23,1
petrobras petr4 cosan csan3 simpar simh3 destaques,"['Cosan (CSAN3)', 'Fleury (FLRY3)', 'Petrobras (PETR4)', 'Simpar (SIMH3)']",https://www.suno.com.br/noticias/petrobras-petr4-cosan-csan3-e-simpar-simh3-sao-destaques/,09:25:00,27.290001,27.629999,27.24,27.58,11.985069,49831400,0.0106265661184841,1.06,2
petrobras petr4 adere programa rj encerra disputa <NUM> bi sobre icms,"['ICMS', 'Petrobras (PETR4)', 'pré-sal']",https://www.suno.com.br/noticias/petrobras-petr4-encerra-disputa-icms/,11:37:00,24.120001,24.290001,23.42,23.620001,9.687254,49775900,-0.0207296840493497,-2.07,0
camara debate destinacao multas petrobras politicas primeira infancia,"['Câmara dos Deputados', 'Congresso', 'Empresas', 'Petrobras', 'Petróleo', 'Política']",https://www.moneytimes.com.br/camara-debate-destinacao-de-multas-da-petrobras-para-politicas-da-primeira-infancia/,16:14:00,27.120001,27.200001,26.82,26.879999,10.449544,24709400,-0.0088496309421226,-0.88,0
combustiveis reacao reajuste petrobras petr4 deixa detentores titulos receosos,"['Ações', 'Bloomberg', 'Combustíveis', 'Consumo', 'Diesel', 'Empresas', 'Etanol', 'Gasolina', 'Mercados', 'Petrobras', 'Petróleo']",https://www.moneytimes.com.br/combustiveis-reacao-a-reajuste-da-petrobras-petr4-deixa-detentores-de-titulos-receosos/,16:58:00,32.43,32.889999,31.52,31.870001,15.557774,52274100,-0.0172679309281529,-1.73,0
petroleo vira menor projecao consumo vai evaporando futuro etanol,"['Agronegócio', 'Etanol', 'Opep', 'Petrobras', 'Petróleo']",https://www.moneytimes.com.br/petroleo-vira-com-menor-projecao-de-consumo-e-vai-evaporando-futuro-do-etanol/,12:20:00,16.67,16.76,15.53,15.72,6.236848,115633300,-0.0569886022795441,-5.7,0
apos tumulto petrobras investidores reavaliam exposicao estatais mercados emergentes,"['Brasil', 'Combustíveis', 'Commodities', 'Empresas', 'General Silva e Luna', 'Jair Bolsonaro', 'Pemex', 'Petrobras', 'Petróleo', 'Reuters', 'Roberto Castello Branco']",https://www.moneytimes.com.br/apos-tumulto-com-petrobras-investidores-reavaliam-exposicao-a-estatais-de-mercados-emergentes/,12:42:00,23.200001,23.42,21.969999,22.24,8.824286,159881000,-0.0413793516646832,-4.14,0
cenario interno externo ajuda ibovespa desaba quase <NUM> cento,"['Ações', 'Banco Inter', 'Banco Pan', 'Bradesco', 'Brasil', 'BTG Pactual', 'Empresas', 'Ibovespa', 'Internacional', 'Itaú Unibanco', 'Méliuz', 'Mercados', 'Petrobras', 'Reuters', 'Rumo', 'Vale']",https://www.moneytimes.com.br/ibovespa-recua-na-abertura-com-aversao-a-risco-no-exterior/,10:10:00,28.950001,29.17,28.469999,28.639999,12.445699,84599400,-0.0107081861586119,-1.07,0
carteira semanal elite troca irb positivo eletrobras magazine luiza veja atualizacoes,"['Ações', 'Azul', 'Carteira Recomendada', 'Comprar ou vender?', 'Eletrobras', 'Elite', 'Empresas', 'IRB', 'Magazine Luiza', 'Petrobras', 'Positivo']",https://www.moneytimes.com.br/carteira-semanal-elite-troca-irb-e-positivo-por-eletrobras-e-magazine-luiza-veja-mais-atualizacoes/,09:57:00,30.889999,31.219999,29.959999,30.360001,11.80239,81023400,-0.0171575920089864,-1.72,0
xp rebaixa recomendacao precomenos alvo petrobras petr4 riscos politica precos,"['Petrobras (PETR4)', 'XP Investimentos']",https://www.suno.com.br/noticias/xp-rebaixa-recomendacao-petrobras-petr4-politica-precos/,12:18:00,28.51,29.299999,27.799999,28.110001,11.153358,98821700,-0.0140301297790249,-1.4,0
bolsonaro diz demissao presidente petrobras coisa rotina,"['Empresas', 'General Silva e Luna', 'Jair Bolsonaro', 'Petrobras', 'Política', 'Reuters']",https://www.moneytimes.com.br/bolsonaro-diz-que-demissao-de-presidente-da-petrobras-e-coisa-de-rotina/,11:18:00,32.130001,32.759998,31.92,32.299999,15.767684,93809000,0.0052909428792112,0.53,2
abastecimento gas praticamente regularizado diz ministro,"['Agência Brasil', 'Bento Albuquerque', 'Combustíveis', 'Economia', 'Gás', 'Petrobras', 'Roberto Castello Branco']",https://www.moneytimes.com.br/abastecimento-de-gas-esta-praticamente-regularizado-diz-ministro/,14:43:00,17.200001,17.43,16.620001,16.950001,6.725026,94759000,-0.0145348828758789,-1.45,0
dolar dispara <NUM> olho bolsonaro petrobras,"['Brasil', 'Câmbio', 'CEOs', 'Dólar', 'Empresas', 'General Silva e Luna', 'Jair Bolsonaro', 'Moedas', 'Petrobras', 'Real', 'Reuters', 'Roberto Castello Branco']",https://www.moneytimes.com.br/dolar-dispara-ante-real-de-olho-em-bolsonaro-e-petrobras/,11:07:00,22.799999,23.200001,21.4,21.67,8.598125,490230400,-0.0495613618228666,-4.96,0
petrobras vende participacao empresa energia renovavel bsbios,"['Empresas', 'Fusões & Aquisições', 'Petrobras']",https://www.moneytimes.com.br/petrobras-vende-participacao-em-empresa-de-energia-renovavel-bsbios/,09:58:00,19.65,19.969999,19.040001,19.040001,7.008425,62268600,-0.0310432061068701,-3.1,0
moreira franco quer adiar manutencao plataforma petrobras,"['Moreira Franco', 'Petrobras']",https://www.moneytimes.com.br/moreira-franco-quer-adiar-manutencao-de-plataforma-da-petrobras/,16:15:00,19.950001,20.1,19.700001,19.889999,7.335945,37053900,-0.0030076188968612,-0.3,0
petrobras realiza nova rodada desinvestimentos bacia campos,"['Mercados', 'Petrobras']",https://www.moneytimes.com.br/petrobras-realiza-nova-rodada-de-desinvestimentos-na-bacia-de-campos/,08:16:00,27.549999,27.93,27.52,27.67,10.672787,48901500,0.0043557533341472,0.44,2
petrobras atrasando aumento <NUM> cento gasolina,"['Ativa Investimentos', 'Comprar ou vender?', 'Empresas', 'Gasolina', 'Instagram', 'Petrobras']",https://www.moneytimes.com.br/petrobras-esta-atrasando-um-aumento-de-13-na-gasolina/,15:31:00,23.4,23.93,23.280001,23.620001,9.687254,61039200,0.0094017521367521,0.94,2
