title,tags,url,time,label
ibovespa opera estavel varejistas decolando acoes vale caindo,"['Ações', 'B2W', 'Bradesco', 'BTG Pactual', 'Engie Brasil', 'Ibovespa', 'Itaú Unibanco', 'JHSF', 'Magazine Luiza', 'Mercados', 'Petrobras', 'Qualicorp', 'Reuters', 'Vale', 'Via Varejo']",https://www.moneytimes.com.br/ibovespa-futuro-avanca-com-exterior-positivo/,12:44:00,1
maior demanda combustiveis america latina ajuda refinarias eua,"['Argentina', 'Bloomberg', 'Brasil', 'Colômbia', 'Combustíveis', 'Commodities', 'Empresas', 'EUA', 'Petrobras', 'Petróleo']",https://www.moneytimes.com.br/maior-demanda-por-combustiveis-na-america-latina-ajuda-refinarias-dos-eua/,13:08:00,1
ibovespa descola bolsas exterior cai <NUM> cento <NUM> pontos,"['Ibovespa', 'Paulo Guedes', 'Petrobras (PETR4)', 'Qualicorp (QUAL3)', 'reforma tributária', 'Vale (VALE3)']",https://www.suno.com.br/noticias/ibovespa-fehca-queda-descola-bolsas-internacionais-21072020/,17:41:00,1
ibovespa abre alta <NUM> cento opera acima <NUM> mil pontos,"['Ibovespa', 'Petrobras (PETR4)', 'União Europeia', 'Vale (VALE3)']",https://www.suno.com.br/noticias/ibovespa-ue-balanca-comerciac-vale-petrobras-21072020/,10:42:00,1
petrobras petr4 queda <NUM> cento producao petroleo diz anp,"['ANP', 'PETR3', 'Petrobras (PETR4)', 'Petróleo']",https://www.suno.com.br/noticias/petrobras-petr4-tem-queda-de-3-na-producao-de-petroleo-diz-anp/,12:32:00,1
petrobras decisao favoravel justica processo pis cofins pagos,"['COFINS', 'PETR3', 'Petrobras (PETR4)', 'PIS']",https://www.suno.com.br/noticias/petrobras-teve-decisao-favoravel-da-justica-em-processo-de-pis-e-cofins-pagos-a-mais/,10:14:00,1
lucro petrobras deve despencar <NUM> cento <NUM> trimestre segundo bb investimentos,"['Ações', 'BB Investimentos', 'Combustíveis', 'Commodities', 'Comprar ou vender?', 'Diesel', 'Empresas', 'Exportações', 'Gasolina', 'Petrobras', 'Petróleo', 'Resultados']",https://www.moneytimes.com.br/lucro-da-petrobras-deve-despencar-97-no-2o-trimestre-segundo-bb-investimentos/,11:52:00,0
mme <NUM> milhoes familias precisam pagar conta luz,"['Agência Brasil', 'Bento Albuquerque', 'Economia', 'Eletrobras', 'Energia Elétrica', 'Exportações', 'Gás', 'Minério de ferro', 'Ministério de Minas e Energia', 'Petrobras', 'Petróleo', 'Rio Grande do Norte']",https://www.moneytimes.com.br/mme-10-milhoes-de-familias-nao-precisam-pagar-conta-de-luz/,17:05:00,0
petrobras exportacao asia vacina estatal contra coronavirus,"['Ações', 'Ásia', 'Commodities', 'Comprar ou vender?', 'Coronavírus', 'Credit Suisse', 'Diesel', 'Empresas', 'Exportações', 'Gasolina', 'Instagram', 'Mercados', 'Petrobras', 'Petróleo', 'Resultados']",https://www.moneytimes.com.br/petrobras-exportacao-para-a-asia-foi-a-vacina-da-estatal-contra-o-coronavirus/,10:09:00,0
acao petrobras reforca tese menos mais,"['Ações', 'Combustíveis', 'Comprar ou vender?', 'Diesel', 'Empresas', 'Gasolina', 'Instagram', 'Mercados', 'Petrobras', 'Petróleo', 'Resultados']",https://www.moneytimes.com.br/acao-da-petrobras-reforca-a-tese-de-que-menos-e-mais/,15:19:00,0
ibovespa abre leve alta reforma tributaria radar,"['Ibovespa', 'IRB Brasil (IRBR3)', 'Petrobras (PETR4)', 'reforma tributária']",https://www.suno.com.br/noticias/ibovespa-reforma-tributaria-deficit-petrobras-irb-23072020/,10:44:00,0
bndes retoma conversas venda carteira dizem fontes,"['Bancos', 'Bloomberg', 'BNDES', 'Economia', 'Gustavo Montezano', 'JBS', 'Petrobras', 'Vale']",https://www.moneytimes.com.br/bndes-retoma-conversas-para-venda-de-carteira-dizem-fontes/,13:26:00,0
poco seco shell ofusca exploracao petroleo brasil,"['ANP', 'Brasil', 'Combustíveis', 'Commodities', 'Exxon Mobil', 'Petrobras', 'Petróleo', 'Shell']",https://www.moneytimes.com.br/poco-seco-da-shell-ofusca-exploracao-de-petroleo-no-brasil/,11:39:00,0
ibovespa ensaia melhora bancos petrobras acoes irani derretem <NUM> cento,"['Ações', 'AES Tietê', 'Bradesco', 'BTG Pactual', 'China', 'Cogna', 'CSN', 'Dimed', 'Eneva', 'EUA', 'Gerdau', 'Ibovespa', 'Irani', 'IRB', 'Itaú Unibanco', 'JBS', 'Klabin', 'Marfrig', 'Mercados', 'Minerva', 'Panvel', 'Petrobras', 'Reuters', 'Suzano', 'Usiminas', 'Vale', 'Vasta']",https://www.moneytimes.com.br/ibovespa-recua-com-alta-de-tensao-entre-eua-e-china/,12:30:00,1
assembleia petrobras elege <NUM> conselheiros aprova remuneracao administradores,"['Combustíveis', 'Empresas', 'Petrobras', 'Petróleo', 'Reuters']",https://www.moneytimes.com.br/assembleia-da-petrobras-elege-11-conselheiros-aprova-remuneracao-de-administradores/,13:54:00,1
petrobras petr4 aprova contratacao <NUM> fpsos campo buzios,"['Bacia de Santos', 'PETR3', 'Petrobras (PETR4)']",https://www.suno.com.br/noticias/petrobras-petr4-novas-plataformas-fpsos-campo-buzios-bacia-santos/,17:05:00,1
ibovespa leve alta <NUM> cento olho politica exterior,"['BTG Pactual (BPAC11/BPAC3/BPAC5)', 'Cemig (CMIG3/CMIG4)', 'Ibovespa', 'Petrobras (PETR4)']",https://www.suno.com.br/noticias/ibovespa-encerra-leve-alta-24072020/,17:32:00,1
justica condena petrobras petr4 ressarcir aposentados petros,['Petrobras (PETR4)'],https://www.suno.com.br/noticias/justica-condena-petrobras-petr4-ressarcir-aposentados/,16:06:00,1
ibovespa futuro sobe comeco semana agenda cheia,"['Ações', 'Federal Reserve', 'Ibovespa', 'Mercados', 'Petrobras', 'Reuters', 'Vale']",https://www.moneytimes.com.br/ibovespa-futuro-sobe-em-comeco-de-semana-com-agenda-cheia/,09:49:00,1
alta moderada vendas etanol vem lentidao economia precos represados gasolina,"['Agronegócio', 'Biocombustível', 'Combustíveis', 'Etanol', 'Gasolina', 'Petrobras']",https://www.moneytimes.com.br/alta-moderada-das-vendas-de-etanol-vem-da-lentidao-da-economia-e-nao-dos-precos-represados-da-gasolina/,10:34:00,1
mirae substitui braskem ultrapar pao acucar randon carteira semana,"['B3', 'Banco Inter', 'Carteira Recomendada', 'Comprar ou vender?', 'Empresas', 'JBS', 'Mirae Asset', 'MRV', 'Pão de Açúcar', 'Petrobras', 'Randon', 'Rumo', 'Vale', 'Via Varejo']",https://www.moneytimes.com.br/mirae-substitui-braskem-e-ultrapar-por-pao-de-acucar-e-randon-na-carteira-da-semana/,10:37:00,1
ibovespa recupera <NUM> mil pontos comeco semana cheia hypera sobe <NUM> cento,"['Ações', 'Banco do Brasil', 'Bradesco', 'Carrefour', 'Hypera', 'Ibovespa', 'IRB', 'Itaú Unibanco', 'Mercados', 'Petrobras', 'Reuters', 'Weg']",https://www.moneytimes.com.br/ibovespa-recupera-104-mil-pontos-em-comeco-de-semana-cheia-hypera-sobe-mais-de-5/,12:40:00,1
petrobras realiza premenos pagamento <NUM> bi linhas credito compromissadas,"['Arábia Saudita', 'Crédito', 'Empresas', 'Opep', 'Petrobras', 'Petróleo', 'Reuters', 'Rússia']",https://www.moneytimes.com.br/petrobras-realiza-pre-pagamento-de-us-35-bi-em-linhas-de-credito-compromissadas/,09:48:00,0
agenda dia petrobras yduqs oi aes tiete carrefour coelce,"['AES Tietê (TIET3/TIET4/TIET11)', 'agenda do dia', 'Carrefour (CRFB3)', 'Claro', 'Petrobras (PETR4)', 'Yduqs (YDUQ3)']",https://www.suno.com.br/noticias/agenda-do-dia-petrobras-yduqs-oi-aes-tiete-carrefour/,09:49:00,0
petrobras petr4 divulga teaser venda participacao bloco colombia,"['PETR3', 'Petrobras (PETR4)']",https://www.suno.com.br/noticias/petrobras-petr4-divulga-teaser-de-venda-de-participacao-em-bloco-na-colombia/,11:26:00,0
petrobras faz premenos pagamento <NUM> bi linhas credito compromissadas,"['PETR3', 'Petrobras (PETR4)']",https://www.suno.com.br/noticias/petrobras-pre-pagamento-linhas-credito-compromissadas/,15:00:00,0
ibovespa fecha queda <NUM> cento <NUM> pontos,"['AES Tietê (TIET3/TIET4/TIET11)', 'BNDES', 'Ibovespa', 'JBS (JBSS3)', 'linha de crédito', 'PETR3', 'Petrobras (PETR4)', 'Yduqs (YDUQ3)']",https://www.suno.com.br/noticias/ibovespa-fecha-em-queda-de-035-a-104-10907-pontos-28072020/,17:37:00,0
por estoques menores eua petroleo segue rally alta etanol monitora,"['Agronegócio', 'Etanol', 'Opep', 'Petrobras', 'Petróleo']",https://www.moneytimes.com.br/estoques-baixos-dos-eua-dao-forca-ao-petroleo-mas-volatilidade-esta-presente-etanol-acompanha/,09:33:00,1
agenda dia vale petrobras magazine luiza cielo csn minerva smiles,"['agenda do dia', 'Cielo (CIEL3)', 'CSN (CSNA3)', 'Magazine Luiza (MGLU3)', 'Minerva (BEEF11/BEEF3)', 'Petrobras (PETR4)', 'Smiles (SMLS3)', 'Vale (VALE3)']",https://www.suno.com.br/noticias/agenda-do-dia-vale-magazine-luiza-cielo-csn-minerva-smiles/,09:55:00,1
petrobras prorroga <NUM> contratos vallourec fornecimento tubos,"['Empresas', 'Minas Gerais', 'Petrobras', 'Petróleo', 'Reuters', 'Rio de Janeiro']",https://www.moneytimes.com.br/petrobras-prorroga-ate-2023-contratos-com-vallourec-para-fornecimento-de-tubos/,15:11:00,1
balanco petrobras fraco pior passou avalia bradesco bbi,"['Ações', 'Ágora Investimentos', 'BR Distribuidora', 'Bradesco BBI', 'Combustíveis', 'Comprar ou vender?', 'Empresas', 'Petrobras', 'Petróleo', 'Resultados', 'Ultrapar']",https://www.moneytimes.com.br/balanco-da-petrobras-sera-fraco-mas-o-pior-ja-passou-avalia-bradesco-bbi/,12:20:00,1
petrobras petr4 tcu da parecer favoravel venda refinarias,"['Petrobras (PETR4)', 'Supremo Tribunal Federal (STF)', 'TCU']",https://www.suno.com.br/noticias/petrobras-petr4-tcu-favoravel-venda-refinarias/,16:11:00,0
petrobras reduz preco medio gasolina <NUM> cento partir sexta mantem diesel,"['Combustíveis', 'Diesel', 'Economia', 'Empresas', 'Gasolina', 'Opep', 'Petrobras', 'Reuters', 'Rússia']",https://www.moneytimes.com.br/petrobras-reduz-preco-medio-da-gasolina-em-4-a-partir-de-sexta-mas-mantem-diesel/,12:43:00,0
ibovespa caminha nova alta mensal weg destaque,"['Ações', 'Ambev', 'Cogna', 'Ecorodovias', 'Embraer', 'Engie Brasil', 'Gol', 'Ibovespa', 'JBS', 'Marfrig', 'Mercados', 'Minerva', 'Petrobras', 'Reuters', 'Soma', 'Vasta']",https://www.moneytimes.com.br/ibovespa-cai-1-com-ajustes-mas-caminha-para-resultado-positivo-no-mes/,12:51:00,0
petrobras avalia venda refinaria rlam pode acertada <NUM> meses,"['Bahia', 'CEOs', 'Emirados Árabes Unidos', 'Empresas', 'Fundos de Investimento', 'Governança Corporativa', 'Mubadala', 'Petrobras', 'Reuters', 'Roberto Castello Branco']",https://www.moneytimes.com.br/petrobras-avalia-que-venda-da-refinaria-rlam-pode-ser-acertada-em-2-meses/,12:20:00,0
petrobras petr4 devera ter <NUM> mil colaboradores desligados fim ano,['Petrobras (PETR4)'],https://www.suno.com.br/noticias/petrobras-petr4-5-mil-colaboradores-desligados-dezembro/,12:46:00,0
ministro stf suspende acoes trabalhistas contra petrobras petr4,"['PETR3', 'Petrobras (PETR4)', 'Supremo Tribunal Federal (STF)']",https://www.suno.com.br/noticias/stf-suspende-acoes-trabalhistas-petrobras-petr4-terceirizacao/,16:11:00,0
petrobras petr4 conseguira atingir meta divida bruta <NUM>,['Petrobras (PETR4)'],https://www.suno.com.br/noticias/petrobras-petr4-meta-divida-bruta-2021/,12:59:00,0
ibovespa fecha queda <NUM> cento <NUM> pontos,"['balanços trimestrais', 'BNDES', 'Cogna (COGN3)', 'Gol Linhas Aéreas (GOLL11/GOLL4)', 'Ibovespa', 'PETR3', 'Petrobras (PETR4)', 'Supremo Tribunal Federal (STF)', 'Vasta']",https://www.suno.com.br/noticias/ibovespa-fecha-em-queda-de-2-a-102-91224-pontos-31072020/,17:44:00,0
agora troca tres acoes carteira top <NUM> agosto,"['Ações', 'Ágora Investimentos', 'B3', 'Carteira Recomendada', 'Cesp', 'Comprar ou vender?', 'Eletrobras', 'Itaú Unibanco', 'Lojas Americanas', 'Petrobras', 'Randon', 'Rumo', 'Suzano', 'Vale']",https://www.moneytimes.com.br/agora-troca-tres-acoes-em-sua-carteira-top-10-para-agosto/,10:30:00,0
petrobras prova boa gestao compensa prejuizo bilionario,"['Ações', 'BTG Pactual', 'Comprar ou vender?', 'Credit Suisse', 'Empresas', 'Gás', 'Instagram', 'Mercados', 'Petrobras', 'Petróleo', 'Resultados']",https://www.moneytimes.com.br/petrobras-prova-que-boa-gestao-compensa-ate-prejuizo-bilionario/,12:51:00,0
petrobras reduz preco gas distribuidoras revisao trimestral,"['Combustíveis', 'Empresas', 'Gás', 'Internacional', 'Petrobras', 'Petróleo', 'Reuters']",https://www.moneytimes.com.br/petrobras-reduz-preco-do-gas-para-distribuidoras-em-revisao-trimestral/,09:35:00,0
mirae retira jbs pao acucar rumo carteira semanal veja,"['Ações', 'AES Tietê', 'B3', 'Banco Inter', 'Carteira Recomendada', 'Comprar ou vender?', 'Empresas', 'Klabin', 'Magazine Luiza', 'Mirae Asset', 'MRV', 'Petrobras', 'Randon', 'Vale', 'Via Varejo']",https://www.moneytimes.com.br/mirae-retira-jbs-pao-de-acucar-e-rumo-da-carteira-semanal-veja/,11:37:00,0
petrobras publica edital licitacao arrendar terminal gnl bahia,"['Bahia', 'Combustíveis', 'Empresas', 'Petrobras', 'Reuters']",https://www.moneytimes.com.br/petrobras-publica-edital-de-licitacao-para-arrendar-terminal-de-gnl-na-bahia/,09:32:00,0
ativa inclui br distribuidora ajusta pesos pao acucar unidas carteira recomendada agosto,"['Ações', 'Ativa Investimentos', 'Banco do Brasil', 'BR Distribuidora', 'Carteira Recomendada', 'Comprar ou vender?', 'Empresas', 'Itaú Unibanco', 'JBS', 'Lojas Renner', 'Pão de Açúcar', 'Petrobras', 'Sabesp', 'SulAmérica', 'TIM Brasil', 'Unidas', 'Vale', 'Vivo', 'Yduqs']",https://www.moneytimes.com.br/ativa-inclui-br-distribuidora-e-ajusta-pesos-de-pao-de-acucar-e-unidas-na-carteira-recomendada-de-agosto/,12:46:00,0
b2w locaweb saem carteira mensal guide veja novidades,"['Ações', 'B3', 'BTG Pactual', 'Carteira Recomendada', 'Cemig', 'Cogna', 'Comprar ou vender?', 'Cyrela', 'Ecorodovias', 'Petrobras', 'Sabesp', 'Vale', 'Via Varejo']",https://www.moneytimes.com.br/b2w-e-locaweb-saem-da-carteira-mensal-da-guide-veja-as-novidades/,16:36:00,0
ibovespa comeca agosto vies claro quatro meses alta retrovisor,"['Ações', 'Banco do Brasil', 'BB Seguridade', 'Bradesco', 'Cogna', 'CSN', 'CVC Brasil', 'Gerdau', 'Ibovespa', 'IRB', 'Itaú Unibanco', 'Mercados', 'Petrobras', 'Reuters', 'Usiminas', 'Vale', 'Yduqs']",https://www.moneytimes.com.br/ibovespa-comeca-agosto-sem-vies-claro-com-quatro-meses-de-alta-no-retrovisor/,12:49:00,0
acao oi estreia carteira recomendada btg pactual,"['B3', 'BTG Pactual', 'Carteira Recomendada', 'CCR', 'Comprar ou vender?', 'Cyrela', 'JBS', 'Lojas Americanas', 'Oi', 'Petrobras', 'SulAmérica', 'TIM Brasil', 'Totvs', 'Vale']",https://www.moneytimes.com.br/acao-da-oi-estreia-em-carteira-recomendada-do-btg-pactual/,13:15:00,0
carteira recomendada veja <NUM> acoes sugeridas elite agosto,"['Ações', 'B3', 'Banco do Brasil', 'Carteira Recomendada', 'Comprar ou vender?', 'Elite', 'Empresas', 'Eztec', 'Itaú Unibanco', 'Lojas Renner', 'Magazine Luiza', 'Petrobras', 'Unidas', 'Vale', 'Weg']",https://www.moneytimes.com.br/carteira-recomendada-veja-as-10-acoes-sugeridas-pela-elite-em-agosto/,15:23:00,0
petrobras petr4 publica edital arrendar terminal gnl bahia,"['PETR3', 'Petrobras (PETR4)']",https://www.suno.com.br/noticias/petrobras-petr4-publica-edital-para-arrendar-terminal-de-gnl-na-bahia/,10:36:00,0
nova futura inclui eztec b2w carteira agosto apos <NUM> cento retorno julho,"['Ações', 'B2W', 'B3', 'Carteira Recomendada', 'Comprar ou vender?', 'Cosan', 'Cyrela', 'Empresas', 'Eztec', 'Magazine Luiza', 'Mercados', 'Nova Futura', 'Petrobras', 'Vale', 'Via Varejo', 'Weg']",https://www.moneytimes.com.br/nova-futura-inclui-eztec-e-b2w-em-carteira-de-agosto-apos-21-de-retorno-em-julho/,15:08:00,1
carteira recomendada agosto terra mantem confianca sobre acoes indicadas mes passado,"['Ações', 'B3', 'Bradesco', 'Carteira Recomendada', 'Comprar ou vender?', 'Empresas', 'Gerdau', 'JBS', 'Klabin', 'Magazine Luiza', 'Petrobras', 'Rumo', 'Terra Investimentos', 'Vale', 'Vivo']",https://www.moneytimes.com.br/carteira-recomendada-para-agosto-terra-mantem-confianca-sobre-acoes-indicadas-no-mes-passado/,11:23:00,1
as <NUM> acoes brasileiras preferidas bank of america,"['Ações', 'B3', 'Banco do Brasil', 'Bank of America', 'BR Distribuidora', 'Bradesco', 'BRF', 'Carteira Recomendada', 'Comprar ou vender?', 'Cyrela', 'Empresas', 'Engie Brasil', 'Iguatemi', 'Instagram', 'Itaú Unibanco', 'JBS', 'Localiza', 'Lojas Americanas', 'Magazine Luiza', 'Marfrig', 'Mercados', 'Neoenergia', 'Petrobras', 'Qualicorp', 'TIM Brasil', 'Vale']",https://www.moneytimes.com.br/as-19-acoes-brasileiras-preferidas-pelo-bank-of-america/,11:31:00,1
ibovespa recua pressionado itau apos queda <NUM> cento lucro <NUM> trimestre,"['Ações', 'BB Seguridade', 'BR Malls', 'Ecorodovias', 'Fleury', 'Ibovespa', 'Iguatemi', 'IRB', 'Itaú Unibanco', 'Mercados', 'Multiplan', 'Petrobras', 'Reuters', 'Vale']",https://www.moneytimes.com.br/ibovespa-recua-pressionado-por-itau-apos-queda-de-40-no-lucro-do-2-trimestre/,12:35:00,1
ocyan busca plataformas maiores cimentar retorno mercado,"['Brasil', 'Commodities', 'Empresas', 'Odebrecht', 'Petrobras', 'Petróleo', 'Reuters']",https://www.moneytimes.com.br/ocyan-busca-plataformas-maiores-para-cimentar-retorno-ao-mercado/,14:58:00,1
unigel assume fabricas fertilizantes petrobras reativara unidades <NUM>,"['Bahia', 'Empresas', 'Fertilizantes', 'Nordeste', 'Petrobras', 'Petroquímico', 'Reuters', 'Sergipe']",https://www.moneytimes.com.br/unigel-assume-de-fabricas-de-fertilizantes-da-petrobras-e-reativara-unidades-em-2021/,12:05:00,1
ibovespa registra queda <NUM> cento <NUM> pontos,"['Ibovespa', 'Itaú Unibanco (ITUB3/ITUB4)', 'Multiplan (MULT3)', 'PETR3', 'Petrobras (PETR4)']",https://www.suno.com.br/noticias/ibovespa-registra-queda-07082020/,17:37:00,0
petrobras petr4 inicia fase vinculante pocos terrestres aguas rasas,"['PETR3', 'Petrobras (PETR4)']",https://www.suno.com.br/noticias/petrobras-petr4-fase-vinculante-pocos-terrestres-aguas-rasas/,11:05:00,0
petrobras bate recorde vendas internas diesel smenos <NUM> julho,"['Combustíveis', 'Empresas', 'Petrobras', 'Petróleo', 'Reuters', 'Santos']",https://www.moneytimes.com.br/petrobras-bate-recorde-em-vendas-internas-de-diesel-s-10-em-julho/,09:43:00,0
petrobras aprova hibernacao plataforma merluza,"['Commodities', 'Empresas', 'Gás', 'Petrobras', 'Petróleo']",https://www.moneytimes.com.br/petrobras-aprova-hibernacao-da-plataforma-de-merluza/,09:54:00,0
braskem dispara <NUM> cento apos odebrecht anunciar venda participacao petroquimica,"['Ações', 'Braskem', 'Comprar ou vender?', 'Empresas', 'Fusões & Aquisições', 'Governança Corporativa', 'Mercados', 'Odebrecht', 'Petrobras', 'Petroquímico']",https://www.moneytimes.com.br/braskem-dispara-na-bolsa-e-mercado-dando-adeus-a-odebrecht-e-a-petrobras/,17:45:00,1
ibovespa opera leve queda exterior cena corporativa foco braskem salta,"['Ações', 'Bradesco', 'Braskem', 'd1000', 'Gerdau', 'Ibovespa', 'Itaú Unibanco', 'Mercados', 'Oi', 'Petrobras', 'Profarma', 'Quero-Quero', 'Reuters', 'TIM Brasil', 'Totvs', 'Usiminas', 'Vale', 'Vivo']",https://www.moneytimes.com.br/ibovespa-opera-em-leve-queda-com-exterior-e-cena-corporativa-em-foco-braskem-salta/,12:10:00,1
mycap realiza tres trocas carteira recomendada semanal,"['B3', 'BRF', 'Carteira Recomendada', 'Comprar ou vender?', 'Duratex', 'Empresas', 'Lojas Americanas', 'MyCap', 'Petrobras']",https://www.moneytimes.com.br/mycap-realiza-tres-trocas-em-sua-carteira-recomendada-semanal-2/,10:13:00,1
ibovespa busca manter azul animo global sobre vacina gol decola quase <NUM> cento,"['Ações', 'Azul', 'B2W', 'BTG Pactual', 'Cosan', 'CVC Brasil', 'Gol', 'Ibovespa', 'Magazine Luiza', 'Mercados', 'Petrobras', 'Reuters', 'Sputnik V', 'Vale', 'Via Varejo']",https://www.moneytimes.com.br/ibovespa-busca-se-manter-no-azul-com-animo-global-sobre-vacina-gol-decola-quase-10/,12:36:00,0
petrobras paga <NUM> milhoes petros colocar ponto final litigio sete brasil,"['Ações', 'Empresas', 'Petrobras', 'Petróleo']",https://www.moneytimes.com.br/petrobras-paga-r-950-milhoes-a-petros-para-colocar-ponto-final-no-litigio-com-a-sete-brasil/,09:57:00,0
petrobras petr4 anuncia venda concessao bacia santos,"['Bacia de Santos', 'PETR3', 'Petrobras (PETR4)']",https://www.suno.com.br/noticias/petrobras-petr4-anuncia-venda-de-concessao-na-bacia-de-santos-11082020/,10:39:00,0
petrobras eleva precos diesel <NUM> cento gasolina <NUM> cento apos consumo maior,"['ANP', 'Combustíveis', 'Consumo', 'Diesel', 'Economia', 'Empresas', 'Gasolina', 'Petrobras', 'Reuters']",https://www.moneytimes.com.br/petrobras-eleva-precos-do-diesel-em-2-e-da-gasolina-em-4-apos-consumo-maior/,12:46:00,1
petrobras petr4 estende prazo processo venda ativos colombia,"['empresas estatais', 'PETR3', 'Petrobras (PETR4)']",https://www.suno.com.br/noticias/petrobras-petr4-estende-prazo-em-processo-de-venda-dos-ativos-na-colombia/,11:23:00,1
veja <NUM> acoes moda contos fadas,"['Ações', 'Banco do Brasil', 'Banrisul', 'BR Malls', 'C&A', 'Carteira Recomendada', 'Comprar ou vender?', 'Eletrobras', 'Empresas', 'Ferbasa', 'Iochpe Maxion', 'Petrobras', 'Romi', 'Smiles', 'Wiz']",https://www.moneytimes.com.br/veja-10-acoes-fora-da-moda-e-que-nao-sao-contos-de-fadas/,13:36:00,1
ibovespa perde folego renova minimas sessao brf despenca <NUM> cento,"['BRF', 'Ibovespa', 'Mercados', 'Petrobras', 'Reuters', 'Vale']",https://www.moneytimes.com.br/ibovespa-perde-folego-e-renova-minimas-da-sessao-brf-despenca-8/,15:17:00,0
ibovespa b3 divulga segunda previa indice bovespa,"['B3 (B3SA3)', 'Bolsa de Valores', 'Bolsa de Valores de São Paulo (B3)', 'Bradesco (BBDC3/BBDC4)', 'Eztec (EZTC3)', 'Ibovespa', 'Itaú Unibanco (ITUB3/ITUB4)', 'Petrobras (PETR4)', 'PetroRio (PRIO3)', 'Vale (VALE3)']",https://www.suno.com.br/noticias/ibovespa-b3-previa-indice-bovespa/,15:53:00,0
transpetro cria servico gratuito denuncias sobre furto dutos,"['Agência Brasil', 'Coronavírus', 'Economia', 'Facebook', 'Petrobras', 'Transpetro', 'WhatsApp']",https://www.moneytimes.com.br/transpetro-cria-servico-gratuito-de-denuncias-sobre-furto-em-dutos/,14:33:00,0
ibovespa fecha abaixo <NUM> mil pontos ruidos sobre guedes,"['Azul', 'B2W', 'Bolsa', 'Bradesco', 'China', 'Coronavírus', 'Economia', 'Eztec', 'Gol', 'Hering', 'Ibovespa', 'Itaú Unibanco', 'Magazine Luiza', 'Marfrig', 'Mercados', 'Minério de ferro', 'Paulo Guedes', 'Petrobras', 'Petróleo', 'Reuters', 'Vale', 'Via Varejo']",https://www.moneytimes.com.br/ibovespa-fecha-abaixo-de-100-mil-pontos-com-ruidos-sobre-guedes/,17:15:00,0
